Name,Designation,Photo,Profile,Avg_rating,no_ratings,id
S. Swapna,Faculty Associate,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Swapna-Image-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/s-swapna/,0.0,0,0
K. Nartkannai,Faculty Associate,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/MU-profilephoto-_1_-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/k-nartkannai/,0.0,0,1
Sravanthi.A,Faculty Associate,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/02/Sravanthi.A.webp,https://www.mahindrauniversity.edu.in/faculty/sravanthi-a/,0.0,0,2
Dr. Arya Kumar Bhattacharya,"Professor & Dean_x000D_
Research & Development",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/arya-kumar-bhattacharya_2-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/arya-kumar-bhattacharya/,0.0,0,3
Dr. Bishnu Pal,"Professor & Dean_x000D_
Ecole Centrale School of Engineering & HOD, Physics",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/06/Bishnu-Pal-Final.webp,https://www.mahindrauniversity.edu.in/faculty/bishnu-p-pal/,0.0,0,4
Visalakshi Talakokula,"Assistant Dean & Professor_x000D_
Civil Engineering",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/visalakshi-talakokila_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/visalakshi-talakokula/,0.0,0,5
Paromita Bose,"Associate Professor & HOD, Humanities and Social Sciences",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Paromita-Bose_0-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/paromita-bose/,0.0,0,6
Salome Benhur,Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Salome-Benhur_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/salome-benhur/,0.0,0,7
Ram Mohan Vemuri,"Professor & HOD, Electronics and Computer Engineering",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/ram-vemuri-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-ram-m-vemuri/,0.0,0,8
Arun Kumar Pujari,"HOD of  AI & CSE, Adviser & Professor Emeritus",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/arun-k-pujari_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/arun-k-pujari/,0.0,0,9
Raja Rao Tripuraneni,Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/raja-rao-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-raja-rao-tripuraneni/,0.0,0,10
Rama Murthy Garimella,"Professor, Computer Science and Engineering",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Rama-Murthy_2-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/rama-murthy/,0.0,0,11
Bhaskar Tamma,Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/bashkar-tamma-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/bhaskar-tamma/,0.0,0,12
G. Bhuvaneswari,Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/bhuvneshvari-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/bhuvaneswari-gurumoorthy/,0.0,0,13
Hari Prasad,"Associate Professor & HOD, Civil Engineering",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/hari-prasad_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-hari-prasad/,0.0,0,14
Prabhakar Singh,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/Prabhakar-Singh_2.webp,https://www.mahindrauniversity.edu.in/faculty/prabhakar-singh/,0.0,0,15
Ranjith Kunnath,"Professor, Mechanical & Aerospace Engineering",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/ranjith-kunnath-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/ranjith-kunnath/,0.0,0,16
Murtaza Bohra,Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Murtaza-Bohra_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-murtaza-bohra/,0.0,0,17
Somnath Ghosh,Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/05/Prof.-Somnath-Ghosh.webp,https://www.mahindrauniversity.edu.in/faculty/somnath-ghosh/,0.0,0,18
Jayasri Dontabhaktuni,"Associate Professor, Physics",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Jayasri-D_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/jayasri-dontabhaktuni/,0.0,0,19
Chitra Gurnani,"Associate Professor & HOD, Chemistry",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Chitra-Gurnani_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-chitra-gurnani/,0.0,0,20
N. V. Venkatraman,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/Venkataraman-N-V_2.webp,https://www.mahindrauniversity.edu.in/faculty/n-v-venkataraman/,0.0,0,21
Satish Chandra,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/05/Satish_Chandra.webp,https://www.mahindrauniversity.edu.in/faculty/satish-chandra/,0.0,0,22
N. Mythili,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/mythili-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-n-mythili/,0.0,0,23
Tabitha Chekuri,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/tabhitha-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/tabitha-chekuri/,0.0,0,24
Aditya Abburi,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/aditya-aburis-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-aditya-abburi/,0.0,0,25
Dr. Mohd Ataullah Khan,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/atuallah-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-mohd-ataullah-khan/,0.0,0,26
Bharghava Rajaram,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/bhargav_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/bharghava-rajaram/,0.0,0,27
Mahipal Jetta,"Associate Professor & HOD, Mathematics",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/mahipal-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/mahipal-j/,0.0,0,28
Veerappa Gowda G D,Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2025/04/Veerappa-G-D-Gowda.webp,https://www.mahindrauniversity.edu.in/faculty/veerappa-gowda-g-d/,0.0,0,29
Chirala Satyanarayana,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/chirala-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/chirala-satyanarayana/,0.0,0,30
Abhijit Bhattacharyya,"Professor, Mechanical & Aerospace Engineering",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/abhijit_1.webp,https://www.mahindrauniversity.edu.in/faculty/abhijit-bhattacharyya/,0.0,0,31
Sayantan Hazra,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/sayantan_hazra_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/sayantan-hazra/,0.0,0,32
Sreedhar Madichetty,Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/sree-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/sreedhar-madichetty/,0.0,0,33
Saladi SV Subbarao,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Saladi-S.V.-Subbarao_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/saladi-s-v-subbarao/,0.0,0,34
Venkata Dilip Pasupuleti,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Venkata-Dilip-Kumar-Pasupuleti_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/venkata-dilip-kumar-pasupuleti/,0.0,0,35
Om Prakash Patel,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/om-prakash-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/om-prakash-patel/,0.0,0,36
N. Raghu Kishore,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Raghu-Kisore-Neelisetti_2-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/n-raghu-kisore/,0.0,0,37
Deep Seth,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Deep-Seth_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-deep-seth/,0.0,0,38
Jagan Mohan Padbidri,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Jagan-Mohan-P_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/jagan-mohan-padbidri/,0.0,0,39
Pulla Kondaiah,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Kondaiah-P_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/kondaiah-pulla/,0.0,0,40
Manish Kumar Agrawal,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Manish-Kumar-Agrawal_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/manish-agrawal/,0.0,0,41
Palash Roy Choudhury,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Palash-Roy-Choudhury_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/palash-roy-choudhury/,0.0,0,42
Prasad Pokkunuri,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/prasad-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/prasad-pokkunuri/,0.0,0,43
Sebastian Uppapalli,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Sebastian-Uppapalli_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/sebastian-uppapalli/,0.0,0,44
Rakhee Basu,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/rakhee-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/rakhee-basu/,0.0,0,45
Sanjukta Das,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/dr._sujata_das.webp,https://www.mahindrauniversity.edu.in/faculty/dr-sanjukta-das/,0.0,0,46
Neha Bharill,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/neha-bharill_2__1_-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/neha-bharill/,0.0,0,47
Ravi Kishore,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/08/Ravi-Kishore.webp,https://www.mahindrauniversity.edu.in/faculty/ravi-kishore/,0.0,0,48
Jayaprakash Vemuri,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/jaypraksh-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-jayaprakash-vemuri/,0.0,0,49
Gopinath GR,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Gopinath-G-R_2-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/gopinath-g-r/,0.0,0,50
S. S. Krishna Chaitanya Bulusu,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2025/04/S.-S.-Krishna-Chaitanya-Bulusu.webp,https://www.mahindrauniversity.edu.in/faculty/s-s-krishna-chaitanya-bulusu/,0.0,0,51
Sri Kalyana Rama Jyosyula,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/shri-kalyana-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/sri-kalyana-rama-j/,0.0,0,52
Nagadeepthi Kuchibhatla,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Naga-Deepthi-Kuchibhatla_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/naga-deepthi-kuchibhatla/,0.0,0,53
Nidhi Goyal,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/05/Nidhi-Goyal.webp,https://www.mahindrauniversity.edu.in/faculty/nidhi-goyal/,0.0,0,54
Veeraiah Thalagondpati,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Veeraiah_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/veeraiah-thalagondpati/,0.0,0,55
Deepti Avirneni,"Associate Professor, Civil Engineering",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/avirneni-deepti_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-avirneni-deepti/,0.0,0,56
Ankita Jain,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/ankita-jain_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-ankita-jain/,0.0,0,57
Yayati Gupta,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/yayati-gupta_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-yayati-gupta/,0.0,0,58
Sowmini Veeramachaneni,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/sowmini-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/sowmini-devi-veeramachaneni/,0.0,0,59
Kanchan Jha,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Khanchan_Jha-332x390-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/kanchan-jha/,0.0,0,60
Gouripriya S.,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Gouripriya_332x390_0-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-gouripriya-s/,0.0,0,61
Neeraj,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/neeraj_0-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-neeraj/,0.0,0,62
Rahul Roy,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Rahul_Roy_332x390-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/rahul-roy/,0.0,0,63
Gourav Saha,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Dr.Gourav_Saha_332x390-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/gourav-saha/,0.0,0,64
Arun Avinash Chauhan,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Arun-Avinash-CHauhan-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/arun-avinash-chauhan/,0.0,0,65
Poreddy Chaitanya Akshara,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/akshara-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-poreddy-chaitanya-akshara/,0.0,0,66
Ramakant,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Ramakant-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-ramakant/,0.0,0,67
Tauheed Ahmed,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Tauheed-Ahmed-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/tauheed-ahmed/,0.0,0,68
Mahesh Chowdary Kongara,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/mahesh-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/mahesh-chowdary-kongara/,0.0,0,69
Shabnam Samima,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/SHABNAM-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/shabnam-samima/,0.0,0,70
Kamna Pande,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/kamna-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/kamna-pande/,0.0,0,71
Vandna Gokhroo,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/placeholder-user.webp,https://www.mahindrauniversity.edu.in/faculty/vandna-gokhroo/,0.0,0,72
Keerthi Katam,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/keerthi-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-keerthi-katam/,0.0,0,73
Sonu Kumar,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/sonu_0-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-sonu-kumar/,0.0,0,74
Janardhan Vistapalli,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/v-janardhn-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/v-janardhan/,0.0,0,75
Anil Annadi,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/anil-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/anil-annadi/,0.0,0,76
Dipti Mishra,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/dipti-mishra-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dipti-mishra/,0.0,0,77
Monali Sahu Pathange,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/monali-sahu-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-monali-sahu-pathange/,0.0,0,78
Pankaj Narke,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/pankaj-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/pankaj-narke/,0.0,0,79
Mashetti Ravibabu,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/ravibabu-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/ravibabu-mashetti/,0.0,0,80
Shampa Raghunathan,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/shampa-raghunathan-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/shampa-raghunathan/,0.0,0,81
Sherlin Suresh,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/sherlin-suresh-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/s-sherlin/,0.0,0,82
Meraj Alam,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/meraj-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/meraj-alam/,0.0,0,83
Biswarup Biswas,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/biswas-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/biswarup-biswas/,0.0,0,84
Sandeepan Roy,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/08/Sandeepan-Roy.webp,https://www.mahindrauniversity.edu.in/faculty/sandeepan-roy/,0.0,0,85
Sulakshya Gaur,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/07/Sulakshya-Gaur.webp,https://www.mahindrauniversity.edu.in/faculty/sulakshya-gaur/,0.0,0,86
Rakesh Prasad Badoni,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/rakesh-prasad-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/rakesh-prasad-badoni/,0.0,0,87
Venkata Rajesh Kumar Tavva,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/rajesh-tavva_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/rajesh-tavva/,0.0,0,88
Sanatan Sukhija,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/santhan-sukhija-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/sanatan-sukhija/,0.0,0,89
Pooran Singh,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/pooran-singh_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/pooran-singh/,0.0,0,90
Chintaman Santosh Bari,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/08/Chintaman-Santosh-Bari.webp,https://www.mahindrauniversity.edu.in/faculty/chintaman-santosh-bari/,0.0,0,91
Subbarao Boddu,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/subbaro-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-subbarao-boddu/,0.0,0,92
Sharvani Gadgil,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2025/01/Sharvani-Gadgil.webp,https://www.mahindrauniversity.edu.in/faculty/sharvani-gadgil/,0.0,0,93
Kumudham Balasubramanian,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Kumudham-Balasubramanian_0-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/kumudham-balasubramanian/,0.0,0,94
Chilakamarri Savitha,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/08/Chilakamarri-Savitha.webp,https://www.mahindrauniversity.edu.in/faculty/chilakamarri-savitha/,0.0,0,95
Nidhi Gupta,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/nidhi_0-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/nidhi-gupta/,0.0,0,96
Sunder B,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/01/Sunder-Bukya.webp,https://www.mahindrauniversity.edu.in/faculty/sunder-b/,0.0,0,97
Prafulla Kalapatapu,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Prafulla-Kalapatapu_2-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/prafulla-kalapatapu/,0.0,0,98
Praveen Kumar Alapati,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/praveen-kumar_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-praveen-kumar-alapati/,0.0,0,99
BhanuKiran Perabathini,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/bhanu-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/bhanukiran-perabathini/,0.0,0,100
Gomathi Anandhanatarajan,"Assistant Professor, Chemistry",https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Gomathi-Anandhanatarajan_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-gomathi-anandhanatarajan/,0.0,0,101
Harshavardhan Kalathur,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/harshavardhan-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/harshavardhan-kalathur/,0.0,0,102
Ravi K. Bompelly,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/ravikiran-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-ravi-k-bompelly/,0.0,0,103
Praveen Konka,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/01/Praveen-Konka.webp,https://www.mahindrauniversity.edu.in/faculty/praveen-konka/,0.0,0,104
Devanandham Henry,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/05/Devanandham-Deva-Henry.webp,https://www.mahindrauniversity.edu.in/faculty/devanandham-deva-henry/,0.0,0,105
Manoj Kumar Yadav,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Manoj-kumar-Yadav_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/manoj-kumar-yadav/,0.0,0,106
Bhogeswara Rao Angara,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/11/Bhogeswara-Rao-Angara-1.webp,https://www.mahindrauniversity.edu.in/faculty/bhogeswara-rao-angara/,0.0,0,107
Nayana Mukherjee,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/07/Nayana-Mukherjee.webp,https://www.mahindrauniversity.edu.in/faculty/nayana-mukherjee/,0.0,0,108
Sayani Das,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2025/01/Sayani-Das.webp,https://www.mahindrauniversity.edu.in/faculty/sayani-das/,0.0,0,109
Rakesh Kumar,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2025/01/Rakesh-Kumar.webp,https://www.mahindrauniversity.edu.in/faculty/rakesh-kumar/,0.0,0,110
Ganesh Babu Kodeboyina,Adjunct Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/03/Ganesh-Babu_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/ganesh-babu-kodeboyina/,0.0,0,111
Jayant Lal Bhattacharya,Adjunct Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/J.-L.-Bhattacharya_2-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/jayant-lal-bhattacharya/,0.0,0,112
Raj Narayanan,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Raj-Narayanan_0-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/raj-narayanan/,0.0,0,113
Ani Thomas,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/anil-thoms-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/ani-thomas/,0.0,0,114
Bandari Balaji Prashanth,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/balaji-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/bandari-balaji-prashanth/,0.0,0,115
Sayoni Laha,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Sayoni-Laha1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/sayoni-laha/,0.0,0,116
Tamal Kanti Paul,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/tamal_kanti_pal_0-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/tamal-kanti-paul/,0.0,0,117
Kalluri Ramalinga Sarma,Adjunct Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/KR-Sarma_1-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/prof-kalluri-ramalinga-sarma/,0.0,0,118
Shivdasini Singh Amin,Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/05/Shivdasini-Singh-Amin.webp,https://www.mahindrauniversity.edu.in/faculty/dr-shivdasini-s-amin/,0.0,0,119
Shivdasini Singh Amin,Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/05/Shivdasini-Singh-Amin.webp,https://www.mahindrauniversity.edu.in/faculty/dr-shivdasini-s-amin/,0.0,0,120
M. Sridhar Acharyulu,Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/sridhar-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-sridhar-acharyulu/,0.0,0,121
Manjula Rani Mallepalli,Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/manjulla-mallepalli_0-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-manjula-mallepalli/,0.0,0,122
